contribution_id,contribution_code,type,title,date_time,abstract,footnotes,session,session_code,page_number
297,THP69,Poster Presentation,Construction of the LB650 pre-production,"Thursday, September 25, 2025 2:30 PM",cryomodule for the PIP-II linear accelerator,"Funding Agency
Author: BAZIN, Nicolas (Commissariat à l’Energie Atomique)
Co-authors: SIMON, Claire (Commissariat à l’Energie Atomique) ;DEVANZ, Guillaume (Commis-
sariat à l’Energie Atomique) ;JENHANI, Hassen (CEA Paris-Saclay) ;Mr CUBIZOLLES, Robin (Com-
missariat à l’Énergie Atomique et aux Énergies Alternatives) ;Dr BERRY, Stéphane (Commissariat à
l’Énergie Atomique et aux Énergies Alternatives)
Presenter: DEVANZ, Guillaume (Commissariat à l’Energie Atomique)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 311",Thursday Poster Session,THP,312
298,MOP38,Poster Presentation,SRF R&D activities at INFN-LASA,"Monday, September 22, 2025 2:30 PM",Sustainability and cost reduction are key factors for the development of future large particle accel-,"Funding Agency
This work was partially supported by the European Union ’s Horizon Europe Marie Sklodowska-
Curie Staff Exchanges programme under EAJADE grant agreement no. 101086276.
Author: MONACO, Laura (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Supercon-
duttività Applicata)
Co-authors: BERTUCCI, Michele (Istituto Nazionale di Fisica Nucleare) ;BOSOTTI, Angelo (Istituto
Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;DEL CORE, Elisa
(Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;FIOR-
INA, Fabrizio (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Appli-
cata);PAPARELLA, Rocco (Istituto Nazionale di Fisica Nucleare) ;SERTORE, Daniele (Istituto Nazionale
di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;SPRUZZOLA, Paolo (Istituto
Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;VITALI, Bastiano
(Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;PAGANI,
September 29, 2025 Page 312",Monday Poster Session,MOP,313
299,MOP17,Poster Presentation,In-situ HRTEM monitoring of oxide layer,"Monday, September 22, 2025 2:30 PM",decomposition and lattice defect evolution on Nb,"Funding Agency
Author: HE, Yuan (Institute of Modern Physics, Chinese Academy of Sciences)
Co-authors: LUO, Didi (Institute of Modern Physics, Chinese Academy of Sciences) ;TAN, Teng
(Institute of Modern Physics) ;CHEN, Shantong (Institute of Modern Physics)
Presenter: HE, Yuan (Institute of Modern Physics, Chinese Academy of Sciences)
Session Classification: Monday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 314",Monday Poster Session,MOP,315
300,TUP75,Poster Presentation,Damping microphonics in SRF cavities using boron,"Tuesday, September 23, 2025 2:30 PM",The design of the ten additional CEBAF Upgrade Cryomodules leads to significantly higher fault,"Funding Agency
US DOE Office of Science, Office of Nuclear Research, SBIR Grant #DE-SC0018489
Author: JORDAN, Kevin (Thomas Jefferson National Accelerator Facility)
Co-authors: BIALLAS, George (Hyperboloid LLC) ;Dr SCAMMELL, Lyndsey (BNNT LLC) ;Mr
WEAKS, Matt (Thomas Jefferson National Accelerator Facility) ;OWEN, Peter (Thomas Jefferson Na-
tional Accelerator Facility) ;POWERS, Tom (Thomas Jefferson National Accelerator Facility)
Presenter: JORDAN, Kevin (Thomas Jefferson National Accelerator Facility)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 315",Tuesday Poster Session,TUP,316
301,TUP76,Poster Presentation,Results from a helium flowmeter that measures SRFcavity Q0s in situ,"Tuesday, September 23, 2025 2:30 PM","We report on the easily accomplished, in situ measurement of individual SRF Cavity dissipation","Funding Agency
US DOE Office of Science, Office of Nuclear Physics, SBIR Grant #DE-SC0022380
Author: Mr CHRISTIAN, Dakota (Thomas Jefferson National Accelerator Facility)
Co-authors: BIALLAS, George (Hyperboloid LLC) ;CONWAY, Zachary (Thomas Jefferson Na-
tional Accelerator Facility) ;Mr CROKE, Gary (Thomas Jefferson National Accelerator Facility) ;Ms
JONES, Claire (Thomas Jefferson National Accelerator Facility) ;JORDAN, Kevin (Thomas Jefferson
National Accelerator Facility) ;MCCAUGHAN, Michael (Thomas Jefferson National Accelerator Facil-
ity);OWEN, Peter (Thomas Jefferson National Accelerator Facility) ;Mr SAMARI, Jerone (Thomas
Jefferson National Accelerator Facility) ;Dr TIEFENBACK, Michael (Thomas Jefferson National Accel-
erator Facility)
Presenter: JORDAN, Kevin (Thomas Jefferson National Accelerator Facility)
Session Classification: Tuesday Poster Session
September 29, 2025 Page 316",Tuesday Poster Session,TUP,317
304,TUP21,Poster Presentation,Progress on theory of nanohydride dissipation,"Tuesday, September 23, 2025 2:30 PM",We present further progress on a theoretical model linking nanohydride formation to mid- and,"Funding Agency
Author: HARBICK, Aiden (Brigham Young University)
Co-authors: Dr TRANSTRUM, Mark (Brigham Young University) ;LIEPE, Matthias (Cornell Uni-
versity (CLASSE)) ;SITARAMAN, Nathan (Cornell University)
Presenter: SITARAMAN, Nathan (Cornell University)
Session Classification: Tuesday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 318",Tuesday Poster Session,TUP,319
307,MOP55,Poster Presentation,HOM analysis of the 1.3 GHz 3-cell cavity for,"Monday, September 22, 2025 2:30 PM",high-current beam acceleration,"Funding Agency
Author: HUANG, Xuan (Shanghai Institute of Applied Physics)
Co-authors: WU, Xiaowei (Zhangjiang Laboratory) ;CHEN, Jinfang (Shanghai Advanced Research
Institute) ;WANG, Dong (Shanghai Advanced Research Institute) ;DENG, Haixiao (Shanghai Institute
of Applied Physics)
Presenter: HUANG, Xuan (Shanghai Institute of Applied Physics)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 319",Monday Poster Session,MOP,320
308,MOP65,Poster Presentation,Development of a 197 MHz crab cavity cryomodule,"Monday, September 22, 2025 2:30 PM",for the electron-ion collider,"Funding Agency
Author: HUQUE, Naeem (Thomas Jefferson National Accelerator Facility)
Co-authors: ANDHARE, Chinmay (Thomas Jefferson National Accelerator Facility) ;CHENG, Gary
(Thomas Jefferson National Accelerator Facility) ;COX, Justine (Thomas Jefferson National Accelera-
tor Facility) ;DE SILVA, Subashini (Old Dominion University) ;CONWAY, Zachary (Thomas Jefferson
National Accelerator Facility)
Presenter: HUQUE, Naeem (Thomas Jefferson National Accelerator Facility)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 320",Monday Poster Session,MOP,321
310,MOP64,Poster Presentation,Fabrication of higher-order mode couplers for,"Monday, September 22, 2025 2:30 PM",HL-LHC crab cavities at JLab,"Funding Agency
Author: HUQUE, Naeem (Thomas Jefferson National Accelerator Facility)
Co-authors: O’BRIEN, Adam (Thomas Jefferson National Accelerator Facility) ;GROSE, Gregory
(Thomas Jefferson National Accelerator Facility) ;DE SILVA, Subashini (Old Dominion University)
Presenter: HUQUE, Naeem (Thomas Jefferson National Accelerator Facility)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 321",Monday Poster Session,MOP,322
312,TUP71,Poster Presentation,Initial results of the ESS cavities parameters,"Tuesday, September 23, 2025 2:30 PM",identification at the TS2 towards future LLRFoperation,"Funding Agency
That work has been supported by the Polish Ministry of Science and Higher Education, agreement
no. 2023/WK/11.
Authors: Mr KLYS, Kacper (Lodz University of Technology) ;CICHALEWSKI, Wojciech (Lodz Uni-
versity of Technology)
Co-authors: MAIANO, Cecilia (European Spallation Source) ;Dr JABLONSKI, Grzegorz (Lodz Uni-
versity of Technology) ;Mr NABYWANIEC, Mateusz (European Spallation Source) ;PIERINI, Paolo
(European Spallation Source) ;Dr KIELBIK, Rafal (Lodz University of Technology) ;Dr JALMUZNA, Woj-
ciech (Lodz University of Technology) ;Dr TYLMAN, Wojciech (Lodz University of Technology)
Presenter: CICHALEWSKI, Wojciech (Lodz University of Technology)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 322",Tuesday Poster Session,TUP,323
313,TUP77,Poster Presentation,Nb3Sn thin films for dark matter detection,"Tuesday, September 23, 2025 2:30 PM",Nb3Sn has great potential to be the next generation superconducting material on the inside of Cu,"Funding Agency
This work supported by the U.S. Department of Energy, Office of Science, Office of High Energy
Physics under Award No. DE-SC 0018379 and DOE No. DE-AC52-07NA27344. LLNL-POST-
2005537. A portion of this
Author: JULIAO, Andre (National High Magnetic Field Laboratory)
Co-authors: Prof. COOLEY, Lance (National High Magnetic Field Laboratory) ;Mr CADAVID,
Nikolya (Florida State University) ;Dr CAROSI, Gianpaolo (Lawrence Livermore National Laboratory)
Presenter: JULIAO, Andre (National High Magnetic Field Laboratory)
Session Classification: Tuesday Poster Session
Track Classification: MC5: SRF Applications
September 29, 2025 Page 323",Tuesday Poster Session,TUP,324
314,THP14,Poster Presentation,Depth-resolved characterization of the magnetic,"Thursday, September 25, 2025 2:30 PM",field screening in superconducting RF materials near,"Thoeng, E., Asaduzzaman, M., Kolb, P. et al. Depth-resolved characterization of Meissner screening
breakdown in surface treated niobium. Sci Rep 14, 21487 (2024). https://doi.org/10.1038/s41598-
024-71724-5
Funding Agency
Funding was provided through a Research Tools and Infrastructure Grant
and Discovery Grants from the Natural Sciences and Engineering Research Council
Author: LAXDAL, Robert (TRIUMF)
Co-authors: THOENG, Edward (TRIUMF; University of British Columbia) ;ASADUZZAMAN, Md
(University of Victoria) ;KOLB, Philipp (TRIUMF) ;MCFADDEN, Ryan M. L. (University of Victoria;
TRIUMF) ;JUNGINGER, Tobias (TRIUMF) ;MACFARLANE, W. Andrew (TRIUMF; University of British
Columbia)
Presenter: LAXDAL, Robert (TRIUMF)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 324",Thursday Poster Session,THP,325
315,HT1,Hot Topics,Hot Topic 1: sustainability of accelerator facilities,"Monday, September 22, 2025 5:30 PM",There is increasing awareness within the global community of the need for meaningful actions on,"Funding Agency
Author: LAXDAL, Robert (TRIUMF)
Co-authors: MADUR, Arnaud (CEA Paris-Saclay) ;GAO, Jie (Chinese Academy of Sciences) ;BE-
LOMESTNYKH, Sergey (Fermi National Accelerator Laboratory)
Presenters: MADUR, Arnaud (CEA Paris-Saclay) ;GAO, Jie (Chinese Academy of Sciences) ;LAX-
DAL, Robert (TRIUMF) ;BELOMESTNYKH, Sergey (Fermi National Accelerator Laboratory)
Session Classification: Hot Topic Session: 1
Track Classification: MC1: SRF Facilities
September 29, 2025 Page 325",Session HT1,HT1,326
316,HT2,Hot Topics,Hot Topic 2: development toward extremely high,"Tuesday, September 23, 2025 5:30 PM",performance superconducting cavities,"Funding Agency
Author: MIYAZAKI, Akira (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Presenter: MIYAZAKI, Akira (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Session Classification: Hot Topic Session: 2
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 326",Session HT2,HT2,327
317,MOP82,Poster Presentation,591 MHz single-cell cavity optimization using,"Monday, September 22, 2025 2:30 PM",evolutionary algorithms,"Funding Agency
Author: LI, Guangjiang (Brookhaven National Laboratory)
Co-authors: XU, Wencan (Brookhaven National Laboratory) ;VERDU-ANDRES, Silvia (Brookhaven
National Laboratory) ;XIAO, Binping (Brookhaven National Laboratory) ;ZALTSMAN, Alexander
(Brookhaven National Laboratory)
Presenter: LI, Guangjiang (Brookhaven National Laboratory)
Session Classification: Monday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 327",Monday Poster Session,MOP,328
318,MOP83,Poster Presentation,Trapped mode and wakefield evaluation of bellows,"Monday, September 22, 2025 2:30 PM",for 197 MHz superconducting crab cavities,"Funding Agency
Author: LI, Guangjiang (Brookhaven National Laboratory)
Co-authors: XIAO, Binping (Brookhaven National Laboratory) ;HUQUE, Naeem (Thomas Jefferson
National Accelerator Facility) ;COX, Justine (Thomas Jefferson National Accelerator Facility) ;WANG,
Gang (Brookhaven National Laboratory) ;XU, Wencan (Brookhaven National Laboratory) ;VERDU-AN-
DRES, Silvia (Brookhaven National Laboratory) ;ZALTSMAN, Alexander (Brookhaven National Labo-
ratory) ;BLEDNYKH, Alexei (Brookhaven National Laboratory)
Presenter: LI, Guangjiang (Brookhaven National Laboratory)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 328",Monday Poster Session,MOP,329
319,TUP82,Poster Presentation,591 MHz SRF cavity design for the EIC ESR,"Tuesday, September 23, 2025 2:30 PM",Electron-Ion Collider (EIC) is a next generation particle accelerator to be built at Brookhaven Na-,"Funding Agency
The work is supported by Brookhaven Science Associates, LLC under Contract No. DE-AC02-
98CH10886 with the U.S. DOE.
Author: XU, Wencan (Brookhaven National Laboratory)
Co-authors: BLEDNYKH, Alexei (Brookhaven National Laboratory) ;CONWAY, Zachary (Thomas
Jefferson National Accelerator Facility) ;GUO, Lin (Brookhaven National Laboratory) ;GUO, Jiquan
(Thomas Jefferson National Accelerator Facility) ;HOLMES, Douglas (Brookhaven National Labora-
tory);LI, Guangjiang (Brookhaven National Laboratory) ;LI, Zenghai (SLAC National Accelerator Lab-
oratory) ;MATALEVICH, Joseph (Thomas Jefferson National Accelerator Facility) ;RIMMER, Robert
(Thomas Jefferson National Accelerator Facility) ;SMITH, Kevin (Brookhaven National Laboratory) ;WANG,
Gang (Brookhaven National Laboratory) ;VERDU-ANDRES, Silvia (Brookhaven National Laboratory) ;ZALTS-
MAN, Alex (Brookhaven National Laboratory)
Presenter: XU, Wencan (Brookhaven National Laboratory)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 329",Tuesday Poster Session,TUP,330
320,THP82,Poster Presentation,LCLS-II-HE cryomodule test results after an,"Thursday, September 25, 2025 2:30 PM",uncontrolled vacuum event,"Funding Agency
The work was supported by DOE contract 89243024CSC000002 for FNAL and DE-AC02-76SF00515
for SLAC
Author: CRAVATTA, Andrew (Fermi National Accelerator Laboratory)
Co-authors: Mr ARKAN, Tug (SLAC National Accelerator Laboratory) ;MANISCALCO, James
(SLAC National Accelerator Laboratory) ;WHITE, Dominique (SLAC National Accelerator Labora-
tory);WU, Genfa (Fermi National Accelerator Laboratory)
Presenter: WU, Genfa (Fermi National Accelerator Laboratory)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 330",Thursday Poster Session,THP,331
321,TUP83,Poster Presentation,High power FPC progress for EIC ESR SRF cavities,"Tuesday, September 23, 2025 2:30 PM","In EIC Electron Storage Ring (ESR), 18 single-cell 591 MHz SRF cavities are required to compensate","Funding Agency
The work is supported by Brookhaven Science Associates, LLC under Contract No. DE-AC02-
98CH10886 with the U.S. DOE.
Author: XU, Wencan (Brookhaven National Laboratory)
Co-authors: FITE, Jesse (Brookhaven National Laboratory) ;VERDU-ANDRES, Silvia (Brookhaven
National Laboratory) ;CONWAY, Zachary (Thomas Jefferson National Accelerator Facility)
Presenter: XU, Wencan (Brookhaven National Laboratory)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 331",Tuesday Poster Session,TUP,332
322,THP83,Poster Presentation,Improving the performance of mid-T baked niobium,"Thursday, September 25, 2025 2:30 PM",cavities through post-bake surface treatment,"Funding Agency
Author: CHOUHAN, Vijay (Fermi National Accelerator Laboratory)
Co-authors: BICE, Damon (Fermi National Accelerator Laboratory) ;CRAVATTA, Andrew (Fermi
National Accelerator Laboratory) ;Mr GUILFOYLE, Ben (Argonne National Laboratory) ;MURTHY, Ak-
shay (Fermi National Accelerator Laboratory) ;Dr NETEPENKO, Alexandr (Fermi National Accelerator
Laboratory) ;Mr REID, Thomas (Argonne National Laboratory) ;RING, Tim (Fermi National Accelerator
Laboratory) ;Ms SMITH, Davida (Fermi National Accelerator Laboratory) ;WU, Genfa (Fermi National
Accelerator Laboratory)
Presenter: WU, Genfa (Fermi National Accelerator Laboratory)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 332",Thursday Poster Session,THP,333
